Track,Artist,Album Name,Release Date,ISRC,Spotify Streams,Spotify Popularity,Spotify Playlist Count,All Time Rank,Track Score,
EARFQUAKE,"Tyler, The Creator",IGOR,5/17/2019,USQX91901111,962546385.0,76.0,"198,786","1,207",43.1,
Ya Supï¿½ï¿½rame (En V,Grupo Firme,Ya Supï¿½ï¿½rame (En Vivo) - Si,8/13/2021,QZDQH2148787,347218974.0,57.0,"34,933","1,21",43.0,
if u think i'm pretty,Artemas,if u think i'm pretty,10/24/2023,QZTB92397158,219995278.0,78.0,"26,538","1,212",43.0,
Fin de Semana,Oscar Maydon,Fin de Semana,1/13/2023,QZ9QQ2300040,568846143.0,76.0,"38,126","1,211",43.0,
Everybody (feat. Lil Uzi Vert),Nicki Minaj,Pink Friday 2,12/7/2023,USUM72318678,114947522.0,,"1,384","1,209",43.0,
My Oh My (feat. DaBaby),Camila Cabello,Romance,12/6/2019,USSM11914257,703865912.0,68.0,"78,873","1,218",42.9,
Forever After All,Luke Combs,What You See Ain't Always What You Get (Deluxe Edition),10/23/2020,US6XF2000192,472886929.0,70.0,"66,543","1,217",42.9,
Fried (She a Vibe),Future,WE DON'T TRUST YOU,3/22/2024,USSM12402032,33224742.0,,"8,465","1,216",42.9,
123 Song,D Billions,123 Song,10/23/2019,FR96X1996525,628692.0,23.0,98,"1,214",42.9,
Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,Shoot For The Stars Aim For The Moon (Deluxe),7/20/2020,USUM72014370,578061816.0,67.0,"190,49","1,213",42.9,
Numb,Marshmello,Numb,6/10/2022,USRC12202117,401066217.0,69.0,"70,661","1,219",42.9,
Ojapiano,KCee,Ojapiano - Single,6/3/2023,QZNJW2329848,27444985.0,56.0,"8,182","1,222",42.8,
Area Codes,Kaliii,Area Codes,3/17/2023,USAT22301942,228240866.0,68.0,"33,819","1,22",42.8,
Medallo,Blessd,Hecho En Medellï¿½,10/27/2021,COA6W2102282,452087681.0,65.0,"66,494","1,224",42.8,
Domingo Abacaxi Flamingo,Bolofofos,Domingo Abacaxi Flamingo,9/2/2020,CACWV2000813,12933566.0,51.0,"1,887","1,221",42.8,
Riptide,Vance Joy,Ministry Of Sound Presents Chillout Sessions XVI,1/1/2013,AULI01385760,2541833602.0,80.0,"369,15","1,223",42.8,
Ch y la Pizza,Fuerza Regida,Ch y la Pizza,12/1/2022,QZ9QQ2200104,511421362.0,75.0,"37,923","1,23",42.7,
In Ha Mood,Ice Spice,In Ha Mood,1/6/2023,USUG12300365,190126590.0,63.0,"39,734","1,234",42.7,
POR QUï¿½ï¿½ SE,Grupo Frontera,POR QUï¿½ï¿½ SE,5/9/2024,FRX452426440,29906024.0,76.0,"1,596","1,225",42.7,
ALL MINE,Brent Faiyaz,WASTELAND,7/8/2022,QM24S2203185,315014005.0,71.0,"61,987","1,232",42.7,
Let Me Know (I Wonder Why Freestyle),Juice WRLD,Sucker,7/1/2019,USUG11903494,503584339.0,72.0,"126,61","1,231",42.7,
The Night We Met,Lord Huron,The Night We Met,2/9/2015,US53Q1200103,2097181065.0,84.0,"286,668","1,226",42.7,
Playa Del Inglï¿½,Quevedo,Playa Del Inglï¿½ï¿½s - Si,12/15/2022,ES5152201707,347558532.0,67.0,"68,744","1,227",42.7,
BOO!SHUT,PIGGS,BOO!SHUT,3/24/2023,JPU902300754,29649.0,3.0,41,"1,233",42.7,
HOLA PERDIDA REMIX,Luck Ra,HOLA PERDIDA REMIX,5/31/2024,CLPP22400062,8981282.0,70.0,873,"1,228",42.7,
Talk,Yeat,Talk,9/2/2022,USUM72216448,242057987.0,67.0,"77,898","1,229",42.7,
Now And Then,The Beatles,Now And Then,11/2/2023,GBUM72203947,66843778.0,,"23,455","1,235",42.6,
For Life (feat. Zak Abel & Nile Rodgers),Kygo,For Life (feat. Zak Abel & Nile Rodgers),4/19/2024,USRC12400376,36844307.0,76.0,"4,216","1,24",42.6,
Kya Loge Tum,B Praak,Kya Loge Tum,5/15/2023,INUM72300286,89701636.0,57.0,"2,561","1,238",42.6,
California Breeze,Lil Baby,It's Only Me,10/14/2022,USUG12207230,116994951.0,61.0,"45,626","1,237",42.6,
Nonstop,Drake,Scorpion,6/29/2018,USCM51800191,1118459427.0,71.0,"175,188","1,239",42.6,
LOVE DIVE,IVE,LOVE DIVE,4/5/2022,KRA382204375,397988770.0,69.0,"28,165","1,243",42.5,
Alucin,Eugenio Esquivel,Alucin,11/17/2023,QMFMF2346943,207103587.0,,"16,933","1,242",42.5,
Go Stupid,Polo G,Go Stupid,2/14/2020,USQX92000261,416388749.0,69.0,"112,485","1,241",42.5,
POPSTAR (feat. Drake),DJ Khaled,POPSTAR (feat. Drake),7/17/2020,USSM12004501,712664065.0,63.0,"165,234","1,247",42.4,
Qual ï¿½ï¿½ o seu des,Tz da Coronel,Qual ï¿½ï¿½ seu des,2/29/2024,BC2TS2400002,71586678.0,73.0,"6,088","1,244",42.4,
Lovesick Girls,BLACKPINK,THE ALBUM,10/2/2020,KRA402000136,561712007.0,65.0,"40,766","1,248",42.4,
Solo (feat. Demi Lovato),Clean Bandit,Solo (feat. Demi Lovato),5/17/2018,GBAHS1800328,1042065058.0,64.0,"114,049","1,246",42.4,
Una Vida Pasada,Camilo,Una Vida Pasada,4/2/2024,USSD12400106,50955386.0,81.0,"2,952","1,249",42.4,
Steven Universe,L.Dre,Steven Universe,2/21/2020,QZFZ32084911,54104852.0,50.0,"14,464","1,245",42.4,
places to be,Fred again..,places to be,5/31/2024,GBAHS2400279,11581454.0,73.0,"2,277","1,25",42.4,
ASI ES LA VIDA,Enrique Iglesias,ASI ES LA VIDA,9/28/2023,USSD12300536,123776123.0,,"11,83","1,254",42.3,
Corazï¿½,Maluma,Corazï¿½,11/3/2017,USSD11700459,598040653.0,64.0,"52,952","1,251",42.3,
Elvira,Oscar Maydon,Elvira,12/20/2023,QZ9QQ2300978,183146334.0,81.0,"8,183","1,255",42.3,
Fantasias,Rauw Alejandro,Fantasias,8/29/2019,QM6P41989279,663578551.0,67.0,"76,919","1,253",42.3,
El Jefe,Shakira,El Jefe,9/20/2023,USQX92305281,122882453.0,,"11,838","1,252",42.3,
Am,Nio Garcia,AM,1/28/2021,QM4TW2137909,361357607.0,57.0,"70,546","1,257",42.2,
Te Lo Agradezco,Kany Garcï¿½,Te Lo Agradezco,7/27/2023,US5022300029,169162533.0,73.0,"9,016","1,258",42.2,
PLEBADA,El Alfa,PLEBADA,6/8/2023,QM6P42370020,148677837.0,65.0,"17,1","1,26",42.2,
Danza Kuduro - Cover,MUSIC LAB JPN,CLUB SONG MIX 2023,11/10/2023,TCJPX2395275,1651606290.0,,6,"1,261",42.2,
Marea (Weï¿½ï¿½ï¿½ve Lost Da,Fred again..,Marea (Weï¿½ï¿½ï¿½ve Lost Da,2/22/2021,GBAHS2100041,336943720.0,71.0,"191,372","1,259",42.2,
Fall In Love,Bailey Zimmerman,Fall In Love,2/11/2022,USWB12200122,262185115.0,71.0,"47,288","1,262",42.2,
Cupid,FIFTY FIFTY,The Beginning: Cupid - Single,2/24/2023,KSA012239180,212084990.0,37.0,"34,632","1,256",42.2,
Dj Gamm Gamm Piri Slow,DJ BAHBUS,Dj Gamm Gamm Piri Slow,9/28/2022,SGB502262965,32014.0,,7,"1,265",42.1,
Guilty as Sin?,Taylor Swift,THE TORTURED POETS DEPARTMENT,4/18/2024,USUG12401036,165611453.0,78.0,"4,418","1,264",42.1,
Waiting For Love,Avicii,Ibiza Residence 2015,1/1/2015,CHB701400134,1397975653.0,74.0,"205,128","1,263",42.1,
BOMBï¿½,Daddy Yankee,LEGENDADDY,3/25/2022,USUG12201723,129335327.0,60.0,"27,681","1,272",42.0,
Hello,Muramatsu Karaoke,Hello,12/4/2015,USE831522275,3531.0,,2,"1,268",42.0,
EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),DJ Khaled,KHALED KHALED,4/30/2021,USSM12102263,352955079.0,68.0,"108,705","1,271",42.0,
Mo Bamba,Sheck Wes,Mo Bamba,9/19/2017,QM24S1703585,1056346890.0,71.0,"198,581","1,266",42.0,
Bank Account,21 Savage,Issa Album,7/6/2017,USSM11705546,1150653471.0,70.0,"195,032","1,267",42.0,
"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,The Highlights (Deluxe),2/5/2021,USUG12303881,939627795.0,87.0,"67,381","1,269",42.0,
Get You The Moon (feat. Snï¿½ï,Kina,Get You The Moon (feat. Snï¿½ï,10/8/2018,USSM11808093,1020435750.0,69.0,"157,944","1,27",42.0,
Never Felt So Alone,Labrinth,Never Felt So Alone,4/7/2023,USSM12302165,269669185.0,67.0,"44,019","1,275",41.9,
Baile do Bruxo,Tropa do Bruxo,Baile do Bruxo,9/29/2023,QZWDE2303666,155915718.0,,"26,646","1,273",41.9,
Love Me JeJe,Tems,Love Me JeJe - Single,4/25/2024,USRC12400907,34621656.0,76.0,"4,787","1,274",41.9,
Heather,Conan Gray,Kid Krow,3/20/2020,USUM71924264,1675083208.0,80.0,"191,604","1,276",41.8,
Come & Go (with Marshmello),Juice WRLD,Come & Go (with Marshmello),7/9/2020,USUG12001904,959313617.0,71.0,"180,366","1,277",41.8,
Mas Rica Que Ayer,Anuel AA,Mas Rica Que Ayer,3/2/2023,QM4TX2320032,256112908.0,67.0,"34,37","1,278",41.7,
Love Again,Dua Lipa,Future Nostalgia,3/27/2020,GBAHT1901302,665464734.0,67.0,"90,805","1,279",41.7,
Bï¿½ï¿½cane - A COLORS ,Yamï¿,Bï¿½ï¿½cane - A Colors Show - Si,6/1/2023,DEXC82300032,120595666.0,69.0,"37,922","1,28",41.7,
all of me,21 Savage,american dream,1/12/2024,USSM12304894,87111207.0,,"20,38","1,283",41.6,
Giving Me,Jazzy,Giving Me,3/10/2023,GBUM72206719,150463218.0,67.0,"44,298","1,284",41.6,
Attitude (feat. Charlie Wilson & Cash Cobain),Don Toliver,Attitude (feat. Charlie Wilson & Cash Cobain),5/22/2024,USAT22402817,14204736.0,,"2,162","1,281",41.6,
What Do You Mean?,Justin Bieber,Full Circle: The Live Anthology,11/20/2011,USUM71511919,1599742798.0,74.0,"137,106","1,282",41.6,
Bailando - English Version,Enrique Iglesias,S** AND LOVE,1/1/2014,GBUM71401975,218205900.0,50.0,"28,233","1,289",41.5,
ýýýýýýýýýýýý ýýýýýýýýýýýýýýýý ýýýýýýýýýý,Jazzdauren,ýýýýýýýýýýýý ýýýýýýýýýýýýýýýý ýýýýýýýýýý - Single,3/1/2024,RUAGV2400963,2902263.0,56.0,968,"1,287",41.5,
TV,Billie Eilish,Guitar Songs,7/21/2022,USUM72213724,572602278.0,76.0,"80,064","1,285",41.5,
But Daddy I Love Him,Taylor Swift,THE TORTURED POETS DEPARTMENT,4/18/2024,USUG12401033,154819909.0,76.0,"3,535","1,286",41.5,
Tiroteo - Remix,Marc Seguï¿,Tiroteo (Remix),4/1/2021,USWL12100143,654941874.0,75.0,"83,163","1,288",41.5,
pushin P (feat. Young Thug),Gunna,DRIP SEASON 4EVER,1/7/2022,QMCE32200039,368155242.0,65.0,"125,521","1,291",41.4,
Take Me to Church,Hozier,Take Me To Church,9/16/2013,IEACJ1300031,2544489950.0,78.0,"238,611","1,293",41.4,
It's You,Ali Gatie,It's You,6/14/2019,USWB11901154,1123039235.0,72.0,"140,766","1,292",41.4,
Love Lee,AKMU,Love Lee,8/21/2023,KRA402300033,72468277.0,65.0,"10,736","1,294",41.4,
Jump,Tyla,TYLA,3/1/2024,USSM12308661,95341415.0,77.0,"10,243","1,295",41.4,
Venom - Music From The Motion Picture,Eminem,Kamikaze,8/31/2018,USUM71813345,788282679.0,68.0,"139,716","1,29",41.4,
fantasmas,Humbe,fantasmas - Single,11/20/2023,MXH912300041,88072335.0,,"6,388","1,296",41.3,
Basit Numaralar,Zerrin ï¿½ï¿,Basit Numaralar,8/4/2023,TRBTU2300129,57370965.0,58.0,"7,149","1,299",41.3,
Karma,Taylor Swift,Midnights,10/21/2022,USUG12205717,777305444.0,75.0,"47,435","1,297",41.3,
The Painter,Cody Johnson,The Painter - Single,8/11/2023,QMCQK1900300,107754524.0,66.0,"16,004","1,298",41.3,
Chiky Boom,Paylon,Chiky Boom,11/18/2022,ES5052200746,41254.0,1.0,14,"1,3",41.2,
Me & U,Tems,Me & U,10/5/2023,USRC12302300,100830964.0,,"24,22","1,306",41.2,
Vista Al Mar,Quevedo,Vista Al Mar,9/9/2022,ZZOPM2239784,511726944.0,68.0,"74,845","1,303",41.2,
Imagine,Carbonne,Imagine,5/3/2024,FR9W12422486,35864342.0,77.0,"3,113","1,301",41.2,
All The Stars (with SZA),Kendrick Lamar,All The Stars (with SZA),1/4/2018,USUM71713947,1638529683.0,82.0,"207,686","1,304",41.2,
Lehanga,Jass Manak,Lehanga,7/25/2019,FR59R1989925,41063045.0,,297,"1,305",41.2,
X (feat. Future),21 Savage,Savage Mode,7/15/2016,QZ45A1600041,581220786.0,65.0,"115,125","1,302",41.2,
CRAZYZ,Fuerza Regida,Pa las Baby's Y Belikeada,10/20/2023,QZ9QQ2300772,202633616.0,78.0,"12,683","1,314",41.1,
Passionfruit,Drake,More Life,3/18/2017,USCM51700072,1625307365.0,77.0,"288,559","1,309",41.1,
Like Crazy,Jimin,FACE,3/24/2023,USA2P2251865,1165398518.0,84.0,"16,425","1,308",41.1,
I Donï¿½ï¿½ï¿½t Wanna Live Forever (Fifty Shades D,ZAYN,I Donï¿½ï¿½ï¿½t Wanna Live Forever (Fifty Shades D,12/9/2016,USQ4E1602586,1662288901.0,75.0,"129,306","1,312",41.1,
What It Is (Solo Version),Doechii,What It Is (Versions),3/17/2023,USUG12301967,308738277.0,70.0,"38,674","1,311",41.1,
Bad and Boujee (feat. Lil Uzi Vert),Migos,Bad and Boujee,10/28/2016,QMCE31600796,936450891.0,66.0,"173,279","1,307",41.1,
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,SUBEME LA RADIO,2/24/2017,USRC11700058,706158416.0,65.0,"87,667","1,313",41.1,
Soak City (Do it),310babii,Soak City (Do it),6/3/2023,QZK6G2375527,128855739.0,65.0,"26,723","1,31",41.1,
The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,Shoot For The Stars Aim For The Moon,7/3/2020,USUM72013367,560691819.0,65.0,"166,545","1,319",41.0,
"yes, and?",Ariana Grande,"yes, and?",1/12/2024,USUM72400101,416813996.0,,"2,906","1,32",41.0,
Cheerleader - Felix Jaehn Remix Radio Edit,OMI,Cheerleader (Felix Jaehn Remix) (Radio Edit),5/20/2014,USUS11202574,1663491433.0,52.0,"49,556","1,318",41.0,
Woah (feat. D3Mstreet),KRYPTO9095,Woah,3/29/2019,QZDA41998629,92985109.0,45.0,"21,725","1,315",41.0,
Wrecking Ball,Miley Cyrus,538 Hitzone Best Of 2013,1/1/2013,USRC11301214,930004605.0,73.0,"113,036","1,316",41.0,
Stereo Love (TikTok Remix),DJRemixGod,Stereo Love (TikTok Remix) - Single,4/30/2024,QZYFZ2414978,348676476.0,,4,"1,322",40.9,
Stuck with U (with Justin Bieber),Ariana Grande,Stuck with U,5/8/2020,USUM72009644,1120501187.0,73.0,"116,269","1,321",40.9,
she's all i wanna be,Tate McRae,she's all i wanna be,2/4/2022,USRC12103120,452628341.0,71.0,"58,658","1,324",40.8,
Oh My God,Adele,30,11/19/2021,USSM12105973,562200390.0,68.0,"66,469","1,327",40.8,
Leave Out All The Rest,Linkin Park,Papercuts,4/12/2024,USWB12401901,270590102.0,,4,"1,329",40.8,
iSpy (feat. Lil Yachty),KYLE,iSpy (feat. Lil Yachty),12/2/2016,USAT21700378,960430911.0,64.0,"121,478","1,325",40.8,
I AM,IVE,I've IVE,4/10/2023,QM4TX2337764,269067890.0,71.0,"20,356","1,326",40.8,
Midnight Sky,Miley Cyrus,Midnight Sky,8/14/2020,USRC12002653,629372240.0,66.0,"86,326","1,323",40.8,
"Earth, Wind & Fire",BOYNEXTDOOR,HOW?,4/15/2024,USA2P2409361,15434400.0,,"1,054","1,328",40.8,
Andrea,Bad Bunny,Un Verano Sin Ti,5/6/2022,QM6MZ2214893,432885913.0,71.0,"51,912","1,335",40.7,
Ric Flair Drip (with Metro Boomin),Offset,Without Warning,10/30/2017,QZ45A1700064,1506766477.0,80.0,"257,64","1,338",40.7,
Dï¿½ï¿½,Teya Dora,Dï¿½ï¿½,3/22/2023,FRX202362720,125289731.0,65.0,"25,929","1,332",40.7,
Going Bad (feat. Drake),Meek Mill,Championships,11/30/2018,USAT21812710,1189579197.0,73.0,"190,095","1,33",40.7,
Tenho Que Me Decidir,MC PH,O Cara Do Momento,11/29/2023,BXG6R2301027,111408880.0,,"17,345","1,334",40.7,
Wunder,AYLIVA,Wunder,4/26/2024,DEA622401272,47364546.0,77.0,"3,863","1,336",40.7,
Safaera,Bad Bunny,YHLQMDLG,2/29/2020,QM4TX2030965,868744690.0,70.0,"116,275","1,331",40.7,
Baby,Justin Bieber,R&B Collection 2011,1/1/2010,USUM70919263,952635214.0,76.0,"136,655","1,337",40.7,
On BS,Drake,Her Loss,11/4/2022,USUG12208600,253540951.0,67.0,"82,934","1,333",40.7,
Love Again,The Kid LAROI,Love Again,1/27/2023,USSM12211461,215466975.0,62.0,"44,476","1,342",40.6,
LAGUNAS,Peso Pluma,LAGUNAS,6/22/2023,QM7282306255,301396080.0,74.0,"23,886","1,339",40.6,
Narcotics (with Bryant Myers),Dei V,Narcotics (with Bryant Myers),9/14/2023,QZWA32200363,154018930.0,73.0,"23,281","1,344",40.6,
Linea del Perreo (feat. Dj Kiire),Uzielito Mix,Linea del Perreo (feat. Dj Kiire) - Single,12/12/2023,GXBAV2380562,99086405.0,,"7,282","1,341",40.6,
24K Magic,Bruno Mars,24K Magic,10/7/2016,USAT21602944,1425996809.0,77.0,"175,419","1,34",40.6,
The Feels,TWICE,The Feels,10/1/2021,US5TA2100080,431638330.0,66.0,"43,727","1,346",40.5,
Someone Like You,Adele,21' Sampler,1/18/2011,GBBKS1000351,1925879064.0,75.0,"211,527","1,345",40.5,
Oh U Went (feat. Drake),Young Thug,BUSINESS IS BUSINESS,6/23/2023,USAT22306750,112624663.0,64.0,"43,943","1,347",40.5,
Right Now (Feat. Crush),Coogie,Right Now,9/12/2023,KRC712300070,8163960.0,,"3,228","1,348",40.5,
Burn,Kanye West,VULTURES 1,2/9/2024,QZ7XS2400009,147150985.0,,"20,185","1,349",40.4,
High Fashion (feat. Mustard),Roddy Ricch,Please Excuse Me For Being Antisocial,12/6/2019,USAT21906985,538059363.0,65.0,"113,736","1,351",40.3,
Ronald,Falling In Reverse,Ronald,5/7/2024,USEP42414003,17589316.0,72.0,"3,463","1,357",40.3,
We Paid (feat. 42 Dugg),Lil Baby,My Turn (Deluxe),2/28/2020,USUG12000092,417634388.0,68.0,"128,536","1,353",40.3,
Boss Bitch,Doja Cat,Boss Bitch,1/23/2020,USAT21907355,878349171.0,70.0,"126,275","1,352",40.3,
Ballena,Vulgo FK,Ballena,7/13/2023,BRRGE2300535,174583156.0,66.0,"28,303","1,354",40.3,
Locked Away (feat. Adam Levine),R. City,Locked Away,6/29/2015,USRC11501369,990518773.0,75.0,"143,056","1,355",40.3,
Tal Vez,Paulo Londra,Tal Vez,4/3/2019,USWL11900063,751585271.0,67.0,"75,691","1,35",40.3,
the remedy for a broken heart (why am I so in love),XXXTENTACION,?,3/16/2018,USUG11800488,959078765.0,69.0,"142,939","1,359",40.2,
Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),3/3/2021,USUM72103449,730200775.0,71.0,"93,856","1,362",40.2,
Cynical,twocolors,Cynical,6/30/2023,DEUM72307092,112737954.0,41.0,"20,339","1,363",40.2,
These Words,Badger,These Words,4/5/2024,GBARL2400375,57562320.0,78.0,"9,301","1,36",40.2,
Robarte un Beso,Carlos Vives,Robarte un Beso,7/28/2017,USSD11700301,658225560.0,72.0,"53,101","1,361",40.2,
Vida Gangster,Lauty Gram,Vida Gangster,12/8/2022,QZW9M2268068,105604106.0,56.0,"20,571","1,358",40.2,
For My Hand (feat. Ed Sheeran),Burna Boy,"Love, Damini",7/1/2022,USAT22204903,264048274.0,65.0,"62,386","1,366",40.1,
Cowgirls (feat. ERNEST),Morgan Wallen,One Thing At A Time,3/3/2023,USUG12300827,266560481.0,81.0,"31,68","1,371",40.1,
'Til You Can't,Cody Johnson,'Til You Canï¿½ï¿½ï¿½t / Longer Than S,6/11/2021,QMCQK1900137,258769609.0,68.0,"48,619","1,364",40.1,
Hass Hass,Diljit Dosanjh,Hass Hass - Single,10/27/2023,INW262318603,106514756.0,70.0,"10,191","1,37",40.1,
You Got It,Vedo,You Got It,3/6/2020,USUYG1299206,378584974.0,64.0,"56,415","1,367",40.1,
LDR,Shoti,LDR,8/27/2022,QZNWS2249445,37027643.0,57.0,"5,646","1,365",40.1,
"Kaavaalaa (From ""Jailer"")",Shilpa Rao,"Kaavaalaa (From ""Jailer"")",7/6/2023,QMBZ92319256,94518210.0,61.0,"5,151","1,373",40.0,
Me or Sum (feat. Future & Lil Baby),Nardo Wick,Me or Sum (feat. Future & Lil Baby) - Single,11/29/2021,USRC12103471,169074195.0,59.0,"77,071","1,374",40.0,
You're Welcome,Dwayne Johnson,Moana (Original Motion Picture Soundtrack/Deluxe Edition),11/18/2016,USWD11677860,551115166.0,66.0,"57,721","1,372",40.0,
LA NOCHE DE ANOCHE,Bad Bunny,EL ï¿½ï¿½LTIMO TOUR DEL M,11/27/2020,QMFME2066840,990189999.0,71.0,"120,639","1,376",39.9,
Fuk Sumn,Kanye West,VULTURES 1,2/9/2024,QZ7XS2400010,120079689.0,,"21,002","1,375",39.9,
Billete Grande (En Vivo),Fuerza Regida,Billete Grande (En Vivo),8/2/2022,USDXS2202642,309329645.0,68.0,"30,705","1,377",39.9,
Royals,Lorde,The Love Club EP,1/1/2012,NZUM71200031,1232502989.0,73.0,"163,195","1,386",39.8,
Charm,Rema,Charm (Sped Up),4/26/2023,NGA3B2314006,111124873.0,65.0,"35,929","1,387",39.8,
prove it,21 Savage,prove it,1/10/2024,USSM12309169,88224186.0,,"19,035","1,388",39.8,
Mon Amour - Remix,zzoilo,Mon Amour (Remix),8/18/2021,ES5702101693,689939531.0,72.0,"101,479","1,381",39.8,
Adan y Eva,Paulo Londra,Adan y Eva,11/5/2018,USWL11801206,915772593.0,70.0,"85,897","1,383",39.8,
No Lie,Sean Paul,Dua Lipa (Complete Edition),1/1/2015,GBUM71604557,1162659862.0,76.0,"180,669","1,384",39.8,
"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")",Sachin-Jigar,"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")",5/16/2023,INH102307527,226109929.0,66.0,"11,941","1,379",39.8,
10 Carros,Chefin,10 Carros,11/23/2023,BCM9A2300098,92949075.0,,"13,213","1,38",39.8,
The Astronaut,JIN,The Astronaut,10/28/2022,USA2P2230326,422186660.0,79.0,"12,509","1,382",39.8,
Gogo Dance,El Alfa,SABIDURIA,4/7/2022,QM4TX2261587,122568157.0,64.0,"29,662","1,385",39.8,
Komang,Raim Laode,Komang,8/17/2022,SGB502228663,329763216.0,70.0,"16,11","1,378",39.8,
The Spectre,Alan Walker,The Spectre,9/15/2017,NOG841713010,428110164.0,67.0,"67,602","1,395",39.7,
ýýýýýýýýýýýýýýýýýý (feat. ýýýýýýýýý ýýýýýýýýýýýýýýý & GUNNER),Juepak,ýýýýýýýýýýýýýýýýýý (feat. ýýýýýýýýý ýýýýýýýýýýýýýýý & GUNNER) - Single,4/6/2024,THMOB2412776,4399533.0,,337,"1,393",39.7,
DARARI,TREASURE,THE SECOND STEP : CHAPTER ONE,2/15/2022,KRA402100151,224285122.0,63.0,"23,891","1,396",39.7,
Ferxxo 100,Feid,Ferxxo 100,6/3/2022,USUM72209716,444613276.0,73.0,"56,678","1,392",39.7,
No Te Quieren Conmigo,Gaby Music,No Te Quieren Conmigo,12/15/2023,USUM72315218,138904532.0,,"20,215","1,394",39.7,
More than you know,NoSpace,More than you know,7/25/2022,QZMEM2268044,2030.0,2.0,5,"1,397",39.7,
Shower,Becky G,Crave Vol. 9 (Mixed By DJ Havana Brown),1/1/2014,USRC11400866,809840469.0,73.0,"110,573","1,39",39.7,
B.O.T.A. (Baddest Of Them All) - Edit,Eliza Rose,B.O.T.A. (Baddest Of Them All) / Move To The,6/15/2022,QZAKB2166405,325902688.0,70.0,"119,047","1,389",39.7,
Chatak Matak,Renuka Panwar,Chatak Matak,12/19/2020,INT502012314,24806000.0,54.0,"1,588","1,391",39.7,
Cooped Up (with Roddy Ricch),Post Malone,Cooped Up,5/12/2022,USUM72208020,327011836.0,62.0,"76,622","1,401",39.6,
FRIENDS,Marshmello,Speak Your Mind,1/1/2015,GBAHS1800025,1436709386.0,70.0,"148,48","1,399",39.6,
FINA,Bad Bunny,nadie sabe lo que va a pasar maï¿½ï¿,10/13/2023,QMFME2364183,226576178.0,78.0,"32,219","1,398",39.6,
Come back to me,RM,Come back to me,5/10/2024,USA2P2421306,44991905.0,84.0,"1,389","1,4",39.6,
Whatsapp (Wassam),Gunna,Whatsapp (Wassam),5/3/2024,USAT22403299,20011325.0,,"3,854","1,404",39.5,
3:15 (Breathe),Russ,3:15 (Breathe),5/21/2021,TCAFO2147109,303510160.0,72.0,"72,865","1,406",39.5,
Love Me Again,V,Layover,8/11/2023,USA2P2339030,626153696.0,82.0,"13,455","1,402",39.5,
Down Under (feat. Colin Hay),Luude,Down Under,11/19/2021,AUDCB1701966,315606874.0,60.0,"125,064","1,403",39.5,
Like That (feat. Gucci Mane),Doja Cat,Hot Pink,11/7/2019,USRC11902288,510302007.0,66.0,"74,416","1,405",39.5,
Control,Zoe Wees,Control,3/13/2020,GB2DY2000093,457848626.0,66.0,"81,641","1,407",39.5,
Push Up - Original Mix,Creeds,Push Up - Single,12/21/2022,NLCK42223782,83801298.0,58.0,"78,156","1,409",39.4,
Novo Balanï¿½,Veigh,Dos Prï¿½ï¿½dios De,5/19/2023,QZMWW2396002,258439807.0,69.0,"33,493","1,408",39.4,
Dancin (feat. Luvli) - Krono Remix,Aaron Smith,Dancin (Krono Remix),11/7/2014,QMLA71400326,856908437.0,71.0,"163,911","1,411",39.4,
Goosebumps - Remix,Travis Scott,Goosebumps (Remix),1/15/2021,USSM12100202,767502068.0,70.0,"142,094","1,41",39.4,
Die For You,Joji,SMITHEREENS,11/4/2022,USWB12203732,363300065.0,71.0,"74,276","1,412",39.4,
SC-9,Yahir Saldivar,SC-9,2/1/2024,QZDA52413180,63296147.0,64.0,"2,994","1,415",39.3,
We Are Young (feat. Janelle Monï¿½ï¿½e) - feat. Janelle M,fun.,We Are Young (feat. Janelle Monï¿½ï,9/20/2011,USAT21101399,1143172586.0,72.0,"216,588","1,414",39.3,
My Head & My Heart,Ava Max,Heaven & Hell,9/18/2020,USAT22007121,518293446.0,69.0,"72,376","1,413",39.3,
Accendio,IVE,IVE SWITCH,4/29/2024,QM4TX2478221,12367963.0,72.0,"1,027","1,418",39.2,
Deep End,Fousheï¿,Deep End,7/31/2020,USRC12002568,277505000.0,56.0,"76,388","1,417",39.2,
Loosing interest,Kurochuu,Missing,6/9/2024,CA5KR2466576,43492280.0,4.0,2,"1,419",39.2,
Turbo S,Yasin,PISTOLER POESI OCH SEX,2/28/2023,SE5752322602,2109876.0,33.0,"1,764","1,416",39.2,
30 GRADOS RKT,RUNE,30 GRADOS RKT,6/8/2024,QZNWU2434670,50652672.0,,2,"1,422",39.1,
